1001001,1001002003
1001003,1002002006
1001014,1041041002
1001024,1020020006
1001025,1040040039
1001028,1057057002
1001049,1058057002
1001056,1002017001
1001094,1002037047
1001096,1020008002
1002002,1004004000
1002007,1032032002
1002011,1005005005
1002013,1032032011
1002041,1032005005
1002058,1004004004
1002066,1032052004
1002091,1032004031
1002098,1004004012
1003003,1037037002
1003026,1002002002
1003050,1002014014
1003054,1014014003
1003076,1001001001
1003085,1017017014
1004002,1008008008
1004004,1008008008
1004005,1008008008
1004012,1004004008
1004019,1008002005
1004029,1047047008
1004047,1008008008
1004058,1008008008
1004066,1008008008
1004089,1008008052
1004091,1008008004
1004096,1008004025
1004098,1008008004
1005002,1009009009
1005005,1009009009
1005010,1004032026
1005015,1032026004
1005047,1009009009
1005058,1009009009
1005066,1009009009
1005089,1009009052
1005092,1009001001
1006002,1010010010
1006005,1010010010
1006011,1004005005
1006047,1010010010
1006058,1010010010
1006066,1010010010
1006089,1010010052
1007002,1011011011
1007013,1004005011
1007032,1032028011
1007058,1004052052
1008012,1012035004
1008018,1041004004
1008033,1036012004
1008045,1004038038
1008046,1029029004
1008059,1012004041
1008081,1012004004
1008091,1004004004
1008098,1018018031
1009009,1057037037
1009010,1002002003
1009015,1002001001
1009020,1009009009
1009030,1009009038
1009084,1013013059
1009088,1013007007
1009092,1009001026
1009101,1009002002
1010029,1056056015
1010037,1007040039
1010060,1038040040
1010071,1007007056
1010079,1001001005
1010083,1040040013
1010097,1007034038
1010100,1015007007
1011006,1055037002
1011015,1058058037
1011049,1002037037
1011056,1037013013
1011086,1002013013
1011095,1037037037
1011099,1016002002
1012001,1057002002
1012004,1001001001
1012026,1027003002
1012030,1057058058
1012054,1057017017
1013015,1057037037
1013020,1002002015
1013030,1037037013
1013095,1043037002
1014009,1055055054
1014023,1057057037
1014030,1002002006
1014093,1040002057
1014095,1055054002
1015055,1057055055
1015056,1002055055
1015086,1002002037
1016015,1016009009
1017015,1057002002
1017031,1016030030
1017034,1001017017
1017046,1002006006
1017080,1016006006
1017099,1013019054
1018042,1040040054
1018066,1004004062
1018083,1005005038
1018086,1054054038
1018097,1038040006
1019019,1020037002
1019055,1025025003
1019093,1002002037
1019096,1008037043
1020010,1037006021
1020015,1009021021
1020020,1002037037
1020030,1009002021
1020055,1026026003
1020092,1037002002
1021016,1002002010
1021031,1010010002
1021053,1054037037
1021055,1027027003
1022002,1032011011
1022007,1023031031
1022013,1011011004
1022045,1032034049
1022086,1023011011
1022099,1023011057
1023023,1024012012
1023033,1012012002
1023052,1029033037
1023056,1055037037
1024023,1002002002
1024029,1038038060
1024033,1035036013
1025001,1002002001
1025003,1002002057
1025014,1041002002
1025019,1008008002
1025028,1002030030
1025054,1017002002
1025056,1055002013
1025094,1030030002
1026001,1003002030
1026003,1061061003
1026019,1025025003
1026022,1031031003
1026027,1028028011
1026028,1031031014
1026054,1003003014
1026094,1030061061
1027054,1014014014
1028028,1055055060
1028035,1055055037
1028043,1002002055
1028081,1055037037
1028085,1047047055
1028093,1060047002
1029024,1016002002
1029025,1039039006
1029031,1016016006
1029049,1058058006
1030020,1037037055
1030027,1037037037
1030031,1037037006
1030032,1037037006
1030095,1037002002
1031001,1023023023
1031024,1023002002
1032003,1025025002
1032004,1002020020
1032019,1020002008
1032024,1020008008
1032094,1057055002
1032096,1008052055
1033001,1009026005
1033003,1026026002
1033005,1021021009
1033020,1021009002
1033030,1026002002
1033092,1002057021
1033094,1058049002
1034003,1027027002
1034016,1003003003
1034021,1003003010
1034026,1022022010
1034094,1017048002
1035001,1023023011
1035003,1028028002
1035007,1011011005
1035013,1002005005
1035022,1011005004
1035027,1023011037
1035094,1052038002
1035097,1011059031
1036003,1029029002
1036028,1024024002
1036091,1004004029
1036094,1043060002
1037027,1011011004
1037050,1011011037
1037060,1004004038
1037077,1036036004
1037080,1011011037
1037094,1059059001
1038014,1002002002
1038023,1024002055
1038028,1002002002
1038033,1032035058
1038035,1002002055
1038052,1004004055
1038093,1002002055
1039014,1058058055
1039026,1002003003
1039044,1057057055
1039082,1002057057
1039085,1057057002
1039093,1002037038
1040013,1034003003
1040085,1037037002
1041022,1040040011
1041027,1040011002
1041085,1040040038
1042006,1006013016
1042008,1006006013
1042016,1016006013
1042025,1039015007
1042029,1054054006
1042031,1006006055
1042033,1037037013
1042036,1039007007
1042037,1006006002
1042053,1013006006
1042065,1013002054
1042067,1013016002
1042068,1013039039
1042082,1006013013
1043067,1013013006
1044010,1013013021
1044092,1033058009
1045009,1001001053
1045016,1016010010
1045056,1041041059
1045072,1016058013
1046007,1001023023
1046010,1023011011
1046027,1006006002
1046032,1013013023
1047008,1006006055
1047012,1006013006
1047052,1055013006
1047065,1006006006
1047078,1035002006
1048006,1035035006
1048050,1036002002
1048065,1036054054
1048078,1036037037
1049065,1035002002
1049078,1035035035
1050034,1006003003
1050040,1002003001
1050080,1002002002
1051005,1026033009
1051039,1038006006
1051061,1005009009
1051083,1003003009
1051100,1038038051
1052011,1010053053
1052015,1016030006
1052099,1038038054
1053050,1036036002
1053065,1036055037
1054018,1035041041
1054033,1012012004
1054045,1036036002
1054048,1038004004
1054081,1055055004
1055073,1038038044
1055079,1007007040
1055084,1011006006
1055097,1038038056
1055100,1036036007
1055101,1038011041
1056005,1004019019
1056058,1025026027
1057041,1056056010
1057089,1010010010
1058002,1010010005
1058013,1034027028
1058060,1032003027
1058062,1003048014
1058086,1003048048
1059002,1011011004
1060008,1032012029
1060011,1004004005
1060047,1012007004
1060058,1012012012
1060061,1004004012
1061002,1012012012
1061012,1004012012
1061013,1002002004
1061023,1012012024
1061028,1029002002
1061033,1024012004
1061038,1024024002
1061042,1029004004
1061047,1032029012
1061058,1029004012
1061091,1002002024
1061098,1057047037
1062013,1023023011
1063010,1015007007
1063025,1040040015
1063037,1007015015
1063060,1051051051
1063064,1015015040
1063068,1007007002
1063070,1040040040
1063071,1015015037
1063072,1015007007
1063079,1037037007
1063100,1007051051
1064070,1012012000
1064072,1015015013
1065022,1007015037
1065037,1040015015
1065070,1011011000
1065071,1040040011
1065100,1040040015
1066025,1054054015
1066037,1015015015
1066060,1050050050
1066068,1015015038
1066070,1015015015
1066072,1015015015
1067025,1034034007
1067048,1037037015
1067064,1015015006
1067070,1015051051
1067083,1018018004
1068022,1007040039
1068070,1015015015
1069006,1054054010
1069016,1013006045
1069053,1054054002
1069082,1054010010
1069084,1013058006
1069099,1010004004
1070029,1037037062
1070037,1062037037
1070059,1042043015
1070063,1051051038
1070073,1037013013
1070082,1037002002
1070084,1002002002
1070092,1057057058
1071037,1056056056
1071050,1036042042
1071057,1051015054
1072044,1002002003
1072059,1043057002
1072077,1057057037
1072089,1043013013
1073005,1032032000
1073041,1062014003
1073073,1057057002
1073083,1062005005
1073085,1041002002
1073089,1002002062
1074001,1005033038
1074005,1009009002
1074020,1026026009
1074059,1005005005
1074077,1002001001
1075008,1037037037
1075087,1054055037
1076004,1058037037
1076008,1058058037
1076021,1039054054
1076025,1006002006
1076065,1054054037
1076066,1037037016
1076067,1016016006
1076068,1016039013
1076088,1016016002
1077006,1006006002
1077008,1006006006
1078008,1055055055
1078067,1037037006
1079008,1052052013
1079011,1008009010
1079086,1004004004
1079099,1019052038
1080011,1029029012
1080012,1035036012
1080018,1041036012
1080052,1035036012
1080059,1035036031
1080081,1036055054
1080087,1038038018
1080091,1036036037
1080098,1012012004
1081009,1002002040
1081014,1055002006
1081035,1055041041
1081043,1060002054
1081081,1006006002
1082012,1032012029
1082018,1041012012
1082081,1012038038
1082086,1031031045
1082087,1002002059
1083012,1024024055
1083047,1004004012
1083052,1002002037
1083065,1055055002
1083089,1055055037
1083098,1037037037
1084009,1035035036
1084029,1054054054
1084073,1037037037
1084101,1050050036
1085039,1059050050
1086009,1007059059
1086029,1002002054
1086037,1062062040
1086079,1059059002
1086089,1040040039
1086100,1032032038
1087016,1006006016
1087066,1006006006
1087088,1002002002
1087097,1019053003
1088021,1041039039
1088026,1002040038
